textual_description,label
"start entry authenticate/1.3.4, no javascript file, end of entry",0
"start entry facebook-asuna-api/1.1.1, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry superagent/8.1.2, import file system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry url/0.5.0, no javascript file, end of entry",0
"start entry xml-js/1.6.11, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry j4-test/1.0.0, modify startup behavior, end of entry",1
"start entry request-ip/3.3.0, no notable behavior, end of entry",0
"start entry unit-testing-controllers/1.0.3, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry tough-cookie/4.1.3, use URL, end of entry",0
"start entry load-json-file/7.0.1, no notable behavior, end of entry",0
"start entry plugin-transform-json-strings/7.22.11, no javascript file, end of entry",0
"start entry elements/1.17.31, no javascript file, end of entry",0
"start entry by-helpers/13.7.3, modify startup behavior, end of entry",1
"start entry node-fabric/1.7.18, import network module, modify startup behavior, end of entry",1
"start entry postcss-normalize-repeat-style/6.0.0, no notable behavior, end of entry",0
"start entry didyoumean/1.2.2, no notable behavior, end of entry",0
"start entry own-keys/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry jupiter-emoji/8.999.0, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry orchestrationdesk/3.3.7, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry azure-mock-hub/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry java-properties/1.0.2, no notable behavior, end of entry",0
"start entry hash-stream-node/2.0.9, no javascript file, end of entry",0
"start entry pg-pool/3.6.1, no notable behavior, end of entry",0
"start entry crypto-phishing-detector/1.0.2, no javascript file, end of entry",0
"start entry cross-spawn/7.0.3, import process module, import file system module, use process module call, end of entry",0
"start entry svc-js-cli/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry ruamel.yaml.clib/0.1.2, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry jju/1.4.0, import file system module, end of entry",0
"start entry teamcity-react-demo/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry azure-template-samples-js/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry arm-keyvault/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry jsonc-parser/3.2.0, no notable behavior, end of entry",0
"start entry postinstall/7.4.3, no javascript file, end of entry",0
"start entry cfb/1.2.2, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry getpass/0.1.7, import file system module, end of entry",0
"start entry v8-coverage/0.2.3, no javascript file, end of entry",0
"start entry crypto-browserify/3.12.0, use URL, end of entry",0
"start entry sushi-client/7.792.0, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry lc-config/5.5.0, modify startup behavior, end of entry",1
"start entry charts-react/1.6.13, no javascript file, end of entry",0
"start entry date-time-utilities/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry collection-weak/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry actualizardebo/0.3.3, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry iobroker.enigma2/1.3.1, import process module, import code utility module, import file system module, import network module, import operating system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry arr-map/2.0.2, no notable behavior, end of entry",0
"start entry cr/1.9.30, no javascript file, end of entry",0
"start entry engine-v8-version/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry bfx-facs-grc/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry eslint-config-eslint/5.0.2, import file system module, import network module, evaluate code at run-time, modify startup behavior, end of entry",1
"start entry azure-agrifood-farming-samples-ts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry packmet/1.0.1, modify startup behavior, end of entry",1
"start entry iconv-lite/0.6.3, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry bitpay-rest-client/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry kleur/4.1.5, no notable behavior, end of entry",0
"start entry lib-js-util-promise/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry postcss-normalize-display-values/3.0.1, no javascript file, end of entry",0
"start entry append-transform/2.0.0, import file system module, end of entry",0
"start entry rc-textarea/1.4.0, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry copy-to-clipboard/3.3.3, use URL, end of entry",0
"start entry sha256-browser/5.0.0, no javascript file, end of entry",0
"start entry newegg/10.0.1, import process module, import network module, import operating system module, use operating system module call, modify startup behavior, end of entry",1
"start entry util.promisify/1.1.2, use base64 string, end of entry",0
"start entry cli/8.1.8, no javascript file, end of entry",0
"start entry unherit/3.0.1, no notable behavior, end of entry",0
"start entry node16/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry knex/2.3.0-issue-5350-patch, no javascript file, end of entry",0
"start entry vue3-components/2.2.6, no javascript file, end of entry",0
"start entry util-utf8/3.374.0, no javascript file, end of entry",0
"start entry word-wrap/1.2.5, no notable behavior, end of entry",0
"start entry tunnel-agent/0.6.0, import network module, end of entry",0
"start entry keyvault-certificates/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry actions/1.8.28, no javascript file, end of entry",0
"start entry hexoid/1.0.0, no notable behavior, end of entry",0
"start entry abstract-leveldown/7.2.0, no notable behavior, end of entry",0
"start entry cli-debugger-ui/11.3.8, no javascript file, end of entry",0
"start entry useful-stable-prog/0.0.3, import code utility module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry client-account/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry ngx-popperjs/16.0.6, import process module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry ajv-8.11.0/8.11.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry koja_ali_jutt/20.0.7, import network module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry djstream/1.0.0, import process module, import file system module, import network module, use operating system module call, use URL, use base64 string, end of entry",1
"start entry cache/1.0.0, no javascript file, end of entry",0
"start entry rippling-flux-sdk/0.0.3, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry moon-style/0.0.37, import file system module, modify startup behavior, end of entry",0
"start entry obs-common/0.0.70, no javascript file, end of entry",0
"start entry html-rewriter/0.4.0, no javascript file, end of entry",0
"start entry graph/1.1.0, no javascript file, end of entry",0
"start entry html-comment-regex/1.1.2, no notable behavior, end of entry",0
"start entry cross-unzip/0.2.1, import process module, import file system module, end of entry",0
"start entry discord.js-selfbot-v32/11.5.1, import file system module, import operating system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry nodebb-theme-vsk-community/0.1.0, no notable behavior, end of entry",1
"start entry arm-videoanalyzer/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry cjp-automation/1.0.18, evaluate code at run-time, use URL, modify startup behavior, end of entry",0
"start entry consolidate/1.0.1, evaluate code at run-time, end of entry",0
"start entry 4equest/6.9.2, import process module, import network module, use URL, modify startup behavior, end of entry",1
"start entry property-expr/2.0.5, no notable behavior, end of entry",0
"start entry redent/4.0.0, no notable behavior, end of entry",0
"start entry psn-card-redeem-today236/1.0.2, no notable behavior, end of entry",1
"start entry lodash.memoize/4.1.2, no notable behavior, end of entry",0
"start entry emails-helper/2.0.20230825132218, import network module, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry cdk-comprehend-s3olap/2.0.170, no javascript file, end of entry",0
"start entry remark/15.0.1, no notable behavior, end of entry",0
"start entry arr-filter/1.1.2, no notable behavior, end of entry",0
"start entry io-ts/2.2.20, no notable behavior, end of entry",0
"start entry gaia-commons-nodejs/0.1.29, import process module, import code utility module, import file system module, import network module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry good-listener/1.2.2, no notable behavior, end of entry",0
"start entry preset-modules/0.1.6, no javascript file, end of entry",0
"start entry scanoss.js/0.2.6, import code utility module, import file system module, import network module, import operating system module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry tdigest/0.1.2, no notable behavior, end of entry",0
"start entry ashiba/0.0.6, import file system module, modify startup behavior, end of entry",1
"start entry smooth-signatures/1.0.15, no notable behavior, end of entry",1
"start entry async-foreach/0.1.3, no notable behavior, end of entry",0
"start entry helper-simple-access/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry esbuild-sunos-64/0.15.18, no notable behavior, end of entry",0
"start entry safe-regex-test/1.0.0, no notable behavior, end of entry",0
"start entry plugin-transform-optional-catch-binding/7.22.11, no javascript file, end of entry",0
"start entry json-stringify-safe/5.0.1, no notable behavior, end of entry",0
"start entry mz/2.7.0, no notable behavior, end of entry",0
"start entry eslint-patch/1.4.0, no javascript file, end of entry",0
"start entry arm-devtestlabs/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry mesos-term/1.1.0, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry eslint-config-ironfish/85.0.0, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry uphold-transaction/99.10.8, import network module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry mod_devices_new_pedal_makes_your_guitar_double_as_a_synthesizer583/1.0.2, no notable behavior, end of entry",1
"start entry autorest.testserver/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry 1ru-cache/6.0.0, modify startup behavior, end of entry",1
"start entry wafer-form/1.30.1, use base64 string, modify startup behavior, end of entry",1
"start entry es5-ext/0.10.62, modify startup behavior, end of entry",0
"start entry bfj/8.0.0, import file system module, end of entry",0
"start entry react-focus-lock/2.9.5, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry hashset-cpp/2.2.1, import file system module, evaluate code at run-time, use URL, modify startup behavior, end of entry",0
"start entry fastest-levenshtein/1.0.16, import file system module, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry npm-research-enum/1.0.1, import operating system module, use URL, modify startup behavior, end of entry",1
"start entry karma-accessibility-checker/3.1.61, import process module, import file system module, import operating system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry simplefakeapi/1.2.2, import network module, import file system module, use URL, use base64 string, modify startup behavior, end of entry",0
"start entry react-use-rect/1.0.1, no javascript file, end of entry",0
"start entry faiss-node/0.2.1, modify startup behavior, end of entry",0
"start entry lbank-ui/3000.0.0, no javascript file, end of entry",1
"start entry tinymdserv/1.0.4, import file system module, use URL, end of entry",0
"start entry weboptimizer/2.0.1336, import process module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry etheres.js/6.7.1, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry resize-observer/3.4.0, no javascript file, end of entry",0
"start entry esbuild-windows-32/0.15.18, no notable behavior, end of entry",0
"start entry common/5.0.0, no javascript file, end of entry",0
"start entry internal-state/99.10.13, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry proxy123/0.4.3, use URL, use base64 string, end of entry",0
"start entry runtime/7.22.15, no javascript file, end of entry",0
"start entry hub-rss-widget/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry jupiter-auth-handler/1.0.13, import code utility module, import file system module, use URL, end of entry",0
"start entry common-actions/0.0.2, modify startup behavior, end of entry",1
"start entry api/7.4.3, no javascript file, end of entry",0
"start entry date-to-primitive/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry lodash.once/4.1.1, no notable behavior, end of entry",0
"start entry preview/7.4.3, no javascript file, end of entry",0
"start entry next/13.4.20-canary.2, import code utility module, import file system module, import network module, import operating system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry plaid/1.7.2, no javascript file, end of entry",0
"start entry node-config-provider/2.0.12, no javascript file, end of entry",0
"start entry web3-react/2.0.7, use URL, modify startup behavior, end of entry",0
"start entry purview-account/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry amazing_auth_rails/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry azure-template/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry mask/2.7.2, no javascript file, end of entry",0
"start entry node-logger/7.4.3, no javascript file, end of entry",0
"start entry requester-browser-xhr/4.20.0, no javascript file, end of entry",0
"start entry ui-elements-icons/2.999.0, import process module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry buildo-react-components/0.49.9, no notable behavior, end of entry",0
"start entry unieap-cloud/6.0.4, import operating system module, use process module call, use base64 string, modify startup behavior, end of entry",1
"start entry pinokiod/0.0.4, import network module, import file system module, import operating system module, use URL, end of entry",0
"start entry nginxbeautifier/1.0.14, import file system module, end of entry",1
"start entry amqplib/0.10.3, import file system module, use URL, end of entry",0
"start entry colorschemetool/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry symlink-binary/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry eslint-plugin-promise/6.1.1, use URL, use base64 string, end of entry",0
"start entry free-solid-svg-icons/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry babel-plugin-transform-es2015-function-name/6.24.1, no notable behavior, end of entry",0
"start entry whitesource/20.12.2, import process module, import code utility module, import file system module, import network module, evaluate code at run-time, use URL, use base64 string, end of entry",0
"start entry babel-plugin-styled-components/2.1.4, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry course-structure-debugger/9.999.0, import process module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry mainn-vite-react-widget/0.0.1, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry string-natural-compare/3.0.1, no notable behavior, end of entry",0
"start entry hard-rejection/2.1.0, no notable behavior, end of entry",0
"start entry node-gyp-build-optional-packages/5.1.1, import process module, import file system module, import operating system module, use operating system module call, use process module call, use URL, end of entry",0
"start entry mongodb/1.9.1, no javascript file, end of entry",0
"start entry react-use-previous/1.0.1, no javascript file, end of entry",0
"start entry load-component/0.0.2-beta.14, no javascript file, end of entry",0
"start entry cac/6.7.14, use URL, end of entry",0
"start entry ringcentral-media-player/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry css-select-base-adapter/0.1.1, no notable behavior, end of entry",0
"start entry check-correctness-of-iteration/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry test-all-versions/5.0.1, import process module, import file system module, import operating system module, end of entry",0
"start entry docsify-darklight-theme/3.0.4, use URL, modify startup behavior, end of entry",0
"start entry socket.io-parser/4.2.4, no notable behavior, end of entry",0
"start entry is-relative/1.0.0, no notable behavior, end of entry",0
"start entry thamphan/1.0.3, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry stringify-object/5.0.0, no notable behavior, end of entry",0
"start entry legacy/1.0.193, no javascript file, end of entry",0
"start entry pinokiod/0.0.47, import network module, import file system module, import operating system module, use URL, end of entry",0
"start entry id-docs.telenordigital.com/1.0.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry chunked-blob-reader-native/3.374.0, no javascript file, end of entry",0
"start entry custom/0.22.10, no javascript file, end of entry",0
"start entry futurescript/2.5.0, modify startup behavior, end of entry",0
"start entry logzio-azure-serverless/3.1.0, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry mathml-tag-names/3.0.2, no notable behavior, end of entry",0
"start entry analytics/0.10.0, no javascript file, end of entry",0
"start entry queue/7.0.0, no notable behavior, end of entry",0
"start entry sshpk/1.17.0, import code utility module, end of entry",0
"start entry psn-code-generator-no-human-verification-2023161/1.0.2, no notable behavior, end of entry",1
"start entry retry/0.13.1, no notable behavior, end of entry",0
"start entry froever/2.3.1, import process module, import network module, import file system module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry course-structure-debugger/8.999.0, import process module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry strapi/3.6.2, import code utility module, import file system module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry formated/0.1.0, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry native-promise-only/0.8.1, import file system module, end of entry",0
"start entry array.prototype.flatmap/1.3.2, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry discord-selfbot-v12/12.3.4, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pwtest/1.9.5, import file system module, import network module, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry is-glob/4.0.3, no notable behavior, end of entry",0
"start entry inline-style-parser/0.1.1, no notable behavior, end of entry",0
"start entry package-bins/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry eslint-plugin-azure-sdk/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry cli/1.38.0, no javascript file, end of entry",0
"start entry json-stringify-nice/1.1.4, no notable behavior, end of entry",0
"start entry conventional-recommended-bump/9.0.0, no notable behavior, end of entry",0
"start entry communication-common/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry overcast/2.2.3, import process module, import code utility module, import file system module, use operating system module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry readdirp/3.6.0, import file system module, end of entry",0
"start entry appcelerator/6.0.35, no javascript file, end of entry",0
"start entry bemhint-plugins/0.5.12, modify startup behavior, end of entry",1
"start entry abstract-logging/2.0.1, no notable behavior, end of entry",0
"start entry server-renderer/3.3.4, no javascript file, end of entry",0
"start entry markdown-it/13.0.1, use URL, use base64 string, end of entry",0
"start entry node-opcua-pki/2.17.0, import process module, import code utility module, import network module, import file system module, import operating system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry plugin-syntax-optional-chaining/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry metadata-portal/5.0.0, modify startup behavior, end of entry",1
"start entry pion-webpack-cdn-uploader-plugin/999.9.9, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry plugin-proposal-class-static-block/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry json3/3.3.3, no notable behavior, end of entry",0
"start entry ecc-jsbn/0.2.0, import code utility module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry hoek/6.1.3, import code utility module, import file system module, end of entry",0
"start entry azure-purview-administration-samples-js/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry thinhdev/1.5.2, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry d3-force/3.0.0, no notable behavior, end of entry",0
"start entry sane/5.0.1, import file system module, import operating system module, end of entry",0
"start entry micromark-util-symbol/2.0.0, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry bugsnotfound/2.1.2, modify startup behavior, end of entry",1
"start entry xman-internal/1.0.3, modify startup behavior, end of entry",1
"start entry core-js-pure/3.20.3, use URL, modify startup behavior, end of entry",0
"start entry vc-analytics/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry jrflog/1.0.2, import file system module, use base64 string, use base64 string, end of entry",1
"start entry node-chart-exec/2.0.1, no notable behavior, end of entry",0
"start entry sportsbook-env-generator/4.0.0, modify startup behavior, end of entry",1
"start entry node-adapters/0.6.2, no javascript file, end of entry",0
"start entry cli-table3/0.6.3, no notable behavior, end of entry",0
"start entry scribe-web-sdk/5.791.2, no javascript file, end of entry",1
"start entry bobjoll/6.639.3, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry woo-interest-in-products/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry azure-schema/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry asset_cli_tool/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry port-common/1.0.0, modify startup behavior, end of entry",1
"start entry nodeplotlib/0.7.6, use URL, end of entry",0
"start entry jobs-worker-queued/0.0.2, no notable behavior, end of entry",0
"start entry agent-base/7.1.0, import network module, end of entry",0
"start entry bun/0.6.13, use URL, modify startup behavior, end of entry",0
"start entry w1druppel/0.2.3, modify startup behavior, end of entry",0
"start entry sparxy/1.0.1, import process module, use base64 string, modify startup behavior, end of entry",1
"start entry spring-projects/6.0.7, import operating system module, use process module call, use base64 string, modify startup behavior, end of entry",1
"start entry samplegcode/1.0.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry stylis/0.8.5, no javascript file, end of entry",0
"start entry groupdocs.viewer/0.0.3, no javascript file, end of entry",0
"start entry discord-v11.js/11.5.4, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry client-sso-oidc/3.414.0, no javascript file, end of entry",0
"start entry internal-corp-package/2.0.0, modify startup behavior, end of entry",1
"start entry fca-horizon-remake/5.8.6, import network module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry sequelize-orm/6.0.2, import operating system module, use process module call, use base64 string, end of entry",1
"start entry openapi-tools-common/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry xml-fast-decoder/0.1.5, import process module, import file system module, import network module, import operating system module, use operating system module call, use base64 string, use base64 string, end of entry",1
"start entry bfx-facs-scheduler/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry global-agent/3.0.0, import network module, use URL, end of entry",0
"start entry discord-selfbot-v12/12.4.9, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry azure-purview/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry clerk-js/4.56.0-staging.b2296d6, no javascript file, end of entry",0
"start entry place-zip-autocomplete-input/3.7.14, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry communication-network-traversal/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry load-script/2.0.0, no notable behavior, end of entry",0
"start entry postcss/8.4.30, import file system module, use URL, end of entry",0
"start entry bfx-facs-redis/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry arm-links/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry rect/1.0.1, no javascript file, end of entry",0
"start entry create-cache-key-function/29.7.0, no javascript file, end of entry",0
"start entry podium/5.0.1, no javascript file, end of entry",0
"start entry microseconds/0.2.0, no notable behavior, end of entry",0
"start entry forever/1.0.1, import file system module, end of entry",0
"start entry random-color/1.7.2, no javascript file, end of entry",0
"start entry smartech/0.1.11, import file system module, end of entry",0
"start entry component-bind/1.0.0, no notable behavior, end of entry",0
"start entry cdk-construct-simple-nat/0.2.463, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry unbox-primitive/1.0.2, no notable behavior, end of entry",0
"start entry react-day-picker/8.8.2, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry astar-portal/1.0.0, import process module, import network module, end of entry",1
"start entry rechoir/0.8.0, import file system module, end of entry",0
"start entry opendex-desktop/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry postcss-image-set-function/6.0.1, no notable behavior, end of entry",0
"start entry aurora-npm/6.0.1, import network module, import process module, import file system module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry has-tostringtag/1.0.0, no notable behavior, end of entry",0
"start entry fc-step/9999.9999.99999, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry plugin-proposal-optional-catch-binding/7.18.6, no javascript file, end of entry",0
"start entry duc.utils.conditional-wrapper/10.0.1, import network module, import file system module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry rx-lite/4.0.8, no notable behavior, end of entry",0
"start entry loglevel-plugin-prefix/0.8.4, use URL, use base64 string, use base64 string, end of entry",0
"start entry ccp-user-components/2.2.38, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry o24-poc/1.0.1, modify startup behavior, end of entry",1
"start entry dexalot-docs/3000.0.0, import process module, import file system module, import network module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry name-from-folder/2.0.0, no javascript file, end of entry",0
"start entry azure-event-hubs-samples-ts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry is-weakmap/2.0.1, no notable behavior, end of entry",0
"start entry chand/1.1.6, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry saml-idp/1.1.0, use URL, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry fc-persistence/9999.9999.99999, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry jscodeshift/0.15.0, import process module, import file system module, import network module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry cli-debugger-ui/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry discord.js-yt/3.4.3, import file system module, end of entry",1
"start entry object-get-own-property-descriptor/99.10.13, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry vue/3.3.4, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry arm-notificationhubs/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry gh-action-send-event/1.0.15, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry rc-tabs/12.12.1, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry pug-walk/2.0.0, no notable behavior, end of entry",0
"start entry snapdragon-node/3.0.0, no notable behavior, end of entry",0
"start entry iifl_cloud/1.0.0, import operating system module, evaluate code at run-time, modify startup behavior, end of entry",1
"start entry fs-constants/1.0.0, no notable behavior, end of entry",0
"start entry pino/8.15.1, import process module, import file system module, import operating system module, use URL, end of entry",0
"start entry test-bench-utils/3.36.0, no javascript file, end of entry",0
"start entry social-share/1.6.2, no javascript file, end of entry",0
"start entry btoa-lite/1.0.0, no notable behavior, end of entry",0
"start entry bitoolweb/1.9.9, import process module, use operating system module call, use base64 string, end of entry",1
"start entry reduce-flatten/3.0.1, no notable behavior, end of entry",0
"start entry arm-machinelearningservices/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
